processes,num_processes,avg_burst_time,burst_time_variance,short_job_ratio,long_job_ratio,priority_variance,arrival_irregularity,burst_time_skewness,arrival_range,max_min_burst_ratio,best_algorithm
0:5:6:3|1:16:2:7|2:2:6:5|3:14:8:2,4,5.5,4.75,0.25,0.75,3.6875,34.6875,-0.6520236646847545,14,4.0,SJF
0:19:18:2|1:11:18:8|2:2:12:5|3:19:12:10,4,15.0,9.0,0.5,0.5,9.1875,49.1875,0.0,17,1.5,Round Robin
0:6:18:5|1:14:1:10|2:11:15:5|3:16:2:4|4:17:3:6|5:13:2:7|6:13:19:9|7:17:2:5|8:5:19:9|9:20:5:5,10,8.6,57.839999999999996,0.6,0.4,4.05,20.76,0.41345039979912973,15,19.0,Round Robin
0:19:13:8|1:18:20:10|2:16:16:1|3:8:11:2,4,15.0,11.5,0.5,0.5,14.6875,18.6875,0.3461680709723672,11,1.8181818181818181,FCFS
0:19:11:3|1:6:14:4|2:16:12:10|3:20:17:2|4:18:13:3|5:13:13:7|6:9:12:6,7,13.142857142857142,3.265306122448979,0.7142857142857143,0.2857142857142857,6.857142857142857,24.24489795918367,1.0939504280644998,14,1.5454545454545454,SRTF
0:5:8:9|1:20:3:1|2:13:7:3|3:11:8:6|4:18:8:7|5:17:1:8|6:19:6:1|7:3:8:2|8:16:8:4|9:19:7:2,10,6.4,5.4399999999999995,0.3,0.7,8.01,32.69,-1.3864903997366802,17,8.0,SJF
0:0:5:8|1:20:5:8|2:14:3:4|3:2:1:7|4:14:6:7,5,4.0,3.2,0.4,0.6,2.16,59.2,-0.6288941186718158,20,6.0,FCFS
0:9:10:1|1:1:20:7|2:7:10:5|3:12:20:6|4:3:13:7|5:10:10:5|6:14:12:2|7:4:15:5|8:14:11:1,9,13.444444444444445,14.69135802469136,0.6666666666666666,0.3333333333333333,5.111111111111111,20.39506172839506,0.8423732106244394,13,2.0,SRTF
0:4:13:3|1:12:12:3|2:1:14:5,3,13.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.8888888888888888,21.555555555555557,0.0,11,1.1666666666666667,FCFS
0:7:14:5|1:4:13:6|2:7:13:6|3:18:20:5|4:8:6:2|5:8:6:1|6:19:6:2|7:15:20:2,8,12.25,30.1875,0.375,0.625,3.734375,28.4375,0.1543096908916375,15,3.3333333333333335,SJF
0:18:19:2|1:20:17:4|2:10:16:5|3:2:16:8|4:14:15:4,5,16.6,1.8400000000000003,0.6,0.4,3.84,40.96,0.7500308204401258,18,1.2666666666666666,SJF
0:14:4:4|1:7:3:1|2:12:9:8|3:3:15:2,4,7.75,22.6875,0.5,0.5,7.1875,18.5,0.5161884450305444,11,5.0,Round Robin
0:15:14:9|1:7:18:7|2:15:17:5|3:9:19:6|4:3:16:8|5:11:16:4,6,16.666666666666668,2.555555555555556,0.5,0.5,2.9166666666666665,18.333333333333332,-0.1813168817887629,12,1.3571428571428572,FCFS
0:3:5:5|1:18:4:8|2:19:6:9|3:3:6:7|4:10:1:3|5:2:7:10,6,4.833333333333333,3.805555555555556,0.3333333333333333,0.6666666666666666,5.666666666666667,50.47222222222222,-0.9778341659123216,17,7.0,SJF
0:5:6:3|1:3:6:2|2:8:6:7|3:6:1:10|4:14:8:9|5:1:8:5|6:9:1:4|7:4:1:4|8:10:8:3,9,5.0,8.666666666666666,0.3333333333333333,0.6666666666666666,7.061728395061728,14.222222222222221,-0.47033046033698594,13,8.0,Round Robin
0:9:11:9|1:18:20:7|2:18:15:5|3:10:1:10|4:18:12:6,5,11.8,38.959999999999994,0.4,0.6,3.44,17.44,-0.5560318410146333,9,20.0,Round Robin
0:18:3:2|1:1:5:4|2:1:7:10|3:3:2:8|4:1:1:7|5:6:4:3|6:10:7:4|7:9:4:9,8,4.125,4.109375,0.625,0.375,7.859375,31.609375,0.09987941186567162,17,7.0,SRTF
0:2:1:1|1:2:7:4|2:4:17:3|3:2:7:8|4:6:16:8|5:1:6:5|6:8:8:4|7:0:9:10,8,8.875,24.359375,0.625,0.375,7.984375,6.359375,0.3868683279987993,8,17.0,SJF
0:3:19:10|1:0:13:4|2:9:4:9,3,12.0,38.0,0.3333333333333333,0.6666666666666666,6.888888888888889,14.0,-0.2390631469295448,9,4.75,Round Robin
