process_id,arrival_time,burst_time,priority,process_type,short_job,long_job,io_flag,cpu_flag,high_priority,dynamic_arrival,best_algorithm
P192,5,3,3,CPU-bound,1,0,0,1,0,0,SJF
P193,17,14,1,CPU-bound,0,1,0,1,0,1,FCFS
P194,5,4,4,IO-bound,1,0,1,0,0,0,SJF
P195,15,20,8,CPU-bound,0,1,0,1,1,1,SJF
P196,14,17,7,IO-bound,0,1,1,0,1,1,Round Robin
P197,0,10,10,CPU-bound,0,1,0,1,1,0,Priority
P198,18,6,4,IO-bound,0,1,1,0,0,1,FCFS
P199,20,7,7,CPU-bound,0,1,0,1,1,1,FCFS
P200,3,10,8,IO-bound,0,1,1,0,1,0,Priority
P201,16,2,8,IO-bound,1,0,1,0,1,1,Priority
P202,18,3,7,CPU-bound,1,0,0,1,1,1,SJF
P203,13,17,10,IO-bound,0,1,1,0,1,1,Priority
P204,16,8,5,IO-bound,0,1,1,0,0,1,FCFS
P205,3,16,4,CPU-bound,0,1,0,1,0,0,Round Robin
P206,9,2,6,IO-bound,1,0,1,0,0,0,Round Robin
P207,15,14,3,CPU-bound,0,1,0,1,0,1,FCFS
P208,2,20,2,IO-bound,0,1,1,0,0,0,Round Robin
P209,17,13,6,CPU-bound,0,1,0,1,0,1,Round Robin
P210,0,20,1,IO-bound,0,1,1,0,0,0,Round Robin
P211,15,18,10,IO-bound,0,1,1,0,1,1,SJF
P212,1,1,8,IO-bound,1,0,1,0,1,0,SJF
P213,14,7,1,CPU-bound,0,1,0,1,0,1,FCFS
P214,18,16,9,CPU-bound,0,1,0,1,1,1,Priority
P215,7,3,4,CPU-bound,1,0,0,1,0,0,Round Robin
P216,15,10,2,IO-bound,0,1,1,0,0,1,Round Robin
P217,13,20,5,IO-bound,0,1,1,0,0,1,FCFS
P218,19,15,4,CPU-bound,0,1,0,1,0,1,FCFS
P219,0,9,4,CPU-bound,0,1,0,1,0,0,FCFS
P220,2,15,6,CPU-bound,0,1,0,1,0,0,Round Robin
P221,15,16,10,CPU-bound,0,1,0,1,1,1,Round Robin
P222,12,14,6,IO-bound,0,1,1,0,0,1,Round Robin
P223,0,2,4,IO-bound,1,0,1,0,0,0,FCFS
P224,15,16,2,CPU-bound,0,1,0,1,0,1,FCFS
P225,19,16,7,CPU-bound,0,1,0,1,1,1,FCFS
P226,1,17,8,IO-bound,0,1,1,0,1,0,Priority
P227,18,9,5,CPU-bound,0,1,0,1,0,1,Round Robin
P228,4,6,1,CPU-bound,0,1,0,1,0,0,FCFS
P229,19,2,8,IO-bound,1,0,1,0,1,1,Priority
P230,12,7,6,IO-bound,0,1,1,0,0,1,Round Robin
P231,17,1,7,IO-bound,1,0,1,0,1,1,Round Robin
P232,5,8,6,IO-bound,0,1,1,0,0,0,Round Robin
P233,16,12,1,IO-bound,0,1,1,0,0,1,Round Robin
P234,0,11,9,CPU-bound,0,1,0,1,1,0,Priority
P235,10,3,10,CPU-bound,1,0,0,1,1,0,Priority
P236,2,1,9,IO-bound,1,0,1,0,1,0,Priority
P237,8,7,3,CPU-bound,0,1,0,1,0,0,FCFS
P238,7,9,9,CPU-bound,0,1,0,1,1,0,Priority
P239,7,15,6,IO-bound,0,1,1,0,0,0,Round Robin
P240,5,1,4,IO-bound,1,0,1,0,0,0,SJF
P241,3,18,5,IO-bound,0,1,1,0,0,0,FCFS
P242,4,13,5,IO-bound,0,1,1,0,0,0,Round Robin
P243,15,16,2,CPU-bound,0,1,0,1,0,1,Round Robin
P244,8,2,10,IO-bound,1,0,1,0,1,0,Priority
P245,15,4,9,CPU-bound,1,0,0,1,1,1,SJF
P246,16,7,10,CPU-bound,0,1,0,1,1,1,Priority
P247,1,3,9,IO-bound,1,0,1,0,1,0,Priority
P248,10,6,3,IO-bound,0,1,1,0,0,0,Round Robin
P249,11,11,3,IO-bound,0,1,1,0,0,1,Round Robin
P250,14,8,5,CPU-bound,0,1,0,1,0,1,FCFS
P251,0,9,4,CPU-bound,0,1,0,1,0,0,Round Robin
P252,10,15,4,IO-bound,0,1,1,0,0,0,FCFS
P253,3,6,3,IO-bound,0,1,1,0,0,0,FCFS
P254,9,8,7,CPU-bound,0,1,0,1,1,0,FCFS
P255,19,15,6,CPU-bound,0,1,0,1,0,1,FCFS
P256,12,15,6,IO-bound,0,1,1,0,0,1,Round Robin
P257,1,9,3,CPU-bound,0,1,0,1,0,0,FCFS
P258,17,5,10,IO-bound,1,0,1,0,1,1,Round Robin
P259,19,17,6,IO-bound,0,1,1,0,0,1,Round Robin
P260,15,16,10,CPU-bound,0,1,0,1,1,1,Priority
P261,14,3,2,IO-bound,1,0,1,0,0,1,SJF
P262,12,4,9,IO-bound,1,0,1,0,1,1,Priority
P263,8,1,3,IO-bound,1,0,1,0,0,0,SJF
P264,19,16,4,IO-bound,0,1,1,0,0,1,FCFS
P265,12,18,5,IO-bound,0,1,1,0,0,1,FCFS
P266,4,5,10,CPU-bound,1,0,0,1,1,0,Priority
P267,0,19,1,IO-bound,0,1,1,0,0,0,FCFS
P268,11,19,6,IO-bound,0,1,1,0,0,1,Round Robin
P269,18,12,3,CPU-bound,0,1,0,1,0,1,FCFS
P270,18,17,5,CPU-bound,0,1,0,1,0,1,FCFS
P271,18,13,2,IO-bound,0,1,1,0,0,1,Round Robin
P272,2,9,5,CPU-bound,0,1,0,1,0,0,FCFS
P273,4,12,1,IO-bound,0,1,1,0,0,0,FCFS
P274,3,8,6,CPU-bound,0,1,0,1,0,0,Round Robin
P275,13,8,1,IO-bound,0,1,1,0,0,1,FCFS
P276,7,13,8,CPU-bound,0,1,0,1,1,0,Priority
P277,2,9,9,CPU-bound,0,1,0,1,1,0,Priority
P278,1,9,9,CPU-bound,0,1,0,1,1,0,Priority
P279,16,5,10,IO-bound,1,0,1,0,1,1,SJF
P280,9,12,5,CPU-bound,0,1,0,1,0,0,SJF
P281,6,1,9,CPU-bound,1,0,0,1,1,0,SJF
P282,4,3,2,IO-bound,1,0,1,0,0,0,SJF
P283,19,12,6,CPU-bound,0,1,0,1,0,1,FCFS
P284,0,14,10,CPU-bound,0,1,0,1,1,0,Priority
P285,10,10,2,CPU-bound,0,1,0,1,0,0,FCFS
P286,14,5,7,CPU-bound,1,0,0,1,1,1,SRTF
P287,1,15,10,CPU-bound,0,1,0,1,1,0,SJF
P288,5,12,6,IO-bound,0,1,1,0,0,0,Priority
P289,0,4,8,IO-bound,1,0,1,0,1,0,Round Robin
P290,5,12,7,CPU-bound,0,1,0,1,1,0,FCFS
P291,5,13,3,CPU-bound,0,1,0,1,0,0,SJF
P292,9,3,3,IO-bound,1,0,1,0,0,0,SJF
P293,4,11,2,IO-bound,0,1,1,0,0,0,Round Robin
P294,6,15,7,IO-bound,0,1,1,0,1,0,Round Robin
P295,5,13,3,CPU-bound,0,1,0,1,0,0,FCFS
P296,1,10,10,IO-bound,0,1,1,0,1,0,Round Robin
P297,4,16,1,IO-bound,0,1,1,0,0,0,Round Robin
P298,20,5,10,IO-bound,1,0,1,0,1,1,Priority
P299,7,14,9,IO-bound,0,1,1,0,1,0,SJF
P300,9,8,9,CPU-bound,0,1,0,1,1,0,Round Robin
P301,1,18,8,IO-bound,0,1,1,0,1,0,Priority
P302,19,5,10,IO-bound,1,0,1,0,1,1,SJF
P303,8,3,1,CPU-bound,1,0,0,1,0,0,FCFS
P304,7,13,3,IO-bound,0,1,1,0,0,0,FCFS
P305,10,7,6,IO-bound,0,1,1,0,0,0,Priority
P306,4,20,2,CPU-bound,0,1,0,1,0,0,FCFS
P307,5,17,9,IO-bound,0,1,1,0,1,0,Priority
P308,4,11,2,CPU-bound,0,1,0,1,0,0,FCFS
P309,3,5,1,IO-bound,1,0,1,0,0,0,SJF
P310,16,8,7,CPU-bound,0,1,0,1,1,1,FCFS
P311,16,1,2,IO-bound,1,0,1,0,0,1,SRTF
P312,2,2,2,IO-bound,1,0,1,0,0,0,SJF
P313,11,17,1,IO-bound,0,1,1,0,0,1,Round Robin
P314,16,8,2,IO-bound,0,1,1,0,0,1,FCFS
P315,2,8,9,CPU-bound,0,1,0,1,1,0,Round Robin
P316,16,4,10,IO-bound,1,0,1,0,1,1,Priority
P317,1,13,4,CPU-bound,0,1,0,1,0,0,FCFS
P318,20,16,9,IO-bound,0,1,1,0,1,1,Priority
P319,4,15,1,IO-bound,0,1,1,0,0,0,Round Robin
P320,15,6,9,IO-bound,0,1,1,0,1,1,Priority
P321,12,6,9,IO-bound,0,1,1,0,1,1,Priority
P322,18,5,10,CPU-bound,1,0,0,1,1,1,Priority
P323,17,11,4,IO-bound,0,1,1,0,0,1,FCFS
P324,9,17,5,CPU-bound,0,1,0,1,0,0,Round Robin
P325,7,11,2,CPU-bound,0,1,0,1,0,0,FCFS
P326,11,17,1,IO-bound,0,1,1,0,0,1,Round Robin
P327,9,9,8,CPU-bound,0,1,0,1,1,0,Priority
P328,10,3,5,CPU-bound,1,0,0,1,0,0,Round Robin
P329,19,2,3,IO-bound,1,0,1,0,0,1,SRTF
P330,15,18,6,CPU-bound,0,1,0,1,0,1,FCFS
P331,9,13,5,IO-bound,0,1,1,0,0,0,FCFS
P332,12,14,8,IO-bound,0,1,1,0,1,1,Priority
P333,13,9,2,CPU-bound,0,1,0,1,0,1,FCFS
P334,2,10,6,IO-bound,0,1,1,0,0,0,Priority
P335,5,1,2,IO-bound,1,0,1,0,0,0,Round Robin
P336,0,3,1,CPU-bound,1,0,0,1,0,0,SJF
P337,6,4,10,IO-bound,1,0,1,0,1,0,Priority
P338,10,3,6,IO-bound,1,0,1,0,0,0,SJF
P339,2,18,1,CPU-bound,0,1,0,1,0,0,FCFS
P340,5,2,2,IO-bound,1,0,1,0,0,0,FCFS
P341,9,11,5,IO-bound,0,1,1,0,0,0,Round Robin
P342,18,17,7,CPU-bound,0,1,0,1,1,1,FCFS
P343,12,18,9,IO-bound,0,1,1,0,1,1,Priority
P344,13,16,1,CPU-bound,0,1,0,1,0,1,FCFS
P345,5,14,5,CPU-bound,0,1,0,1,0,0,FCFS
P346,7,16,8,IO-bound,0,1,1,0,1,0,Priority
P347,18,17,1,IO-bound,0,1,1,0,0,1,FCFS
P348,0,5,10,IO-bound,1,0,1,0,1,0,Priority
P349,8,1,6,CPU-bound,1,0,0,1,0,0,SJF
P350,2,10,9,IO-bound,0,1,1,0,1,0,Priority
P351,3,17,1,CPU-bound,0,1,0,1,0,0,FCFS
P352,20,16,4,CPU-bound,0,1,0,1,0,1,FCFS
P353,10,18,1,IO-bound,0,1,1,0,0,0,Round Robin
P354,7,11,1,CPU-bound,0,1,0,1,0,0,FCFS
P355,7,10,6,CPU-bound,0,1,0,1,0,0,FCFS
P356,3,14,1,IO-bound,0,1,1,0,0,0,FCFS
P357,10,11,2,IO-bound,0,1,1,0,0,0,Round Robin
P358,9,8,9,IO-bound,0,1,1,0,1,0,Priority
P359,19,15,6,CPU-bound,0,1,0,1,0,1,Round Robin
P360,3,16,1,CPU-bound,0,1,0,1,0,0,Round Robin
P361,19,6,3,CPU-bound,0,1,0,1,0,1,FCFS
P362,18,13,10,IO-bound,0,1,1,0,1,1,Round Robin
P363,17,2,8,CPU-bound,1,0,0,1,1,1,Priority
P364,1,7,6,CPU-bound,0,1,0,1,0,0,Round Robin
P365,11,17,5,IO-bound,0,1,1,0,0,1,FCFS
P366,20,1,5,CPU-bound,1,0,0,1,0,1,SJF
P367,16,7,10,IO-bound,0,1,1,0,1,1,Priority
P368,6,9,2,CPU-bound,0,1,0,1,0,0,FCFS
P369,2,9,1,IO-bound,0,1,1,0,0,0,Round Robin
P370,12,16,10,CPU-bound,0,1,0,1,1,1,Priority
P371,12,9,3,CPU-bound,0,1,0,1,0,1,FCFS
P372,7,20,7,IO-bound,0,1,1,0,1,0,Round Robin
P373,1,18,7,IO-bound,0,1,1,0,1,0,Priority
P374,19,13,6,CPU-bound,0,1,0,1,0,1,FCFS
P375,9,1,1,IO-bound,1,0,1,0,0,0,SJF
P376,6,11,1,CPU-bound,0,1,0,1,0,0,FCFS
P377,16,10,4,IO-bound,0,1,1,0,0,1,Round Robin
P378,3,9,8,CPU-bound,0,1,0,1,1,0,SJF
P379,5,1,9,CPU-bound,1,0,0,1,1,0,Priority
P380,8,20,7,CPU-bound,0,1,0,1,1,0,Round Robin
P381,7,12,10,IO-bound,0,1,1,0,1,0,Priority
P382,6,11,4,CPU-bound,0,1,0,1,0,0,FCFS
P383,8,1,2,CPU-bound,1,0,0,1,0,0,FCFS
P384,0,11,2,IO-bound,0,1,1,0,0,0,FCFS
P385,12,8,4,IO-bound,0,1,1,0,0,1,Round Robin
P386,14,17,10,IO-bound,0,1,1,0,1,1,SJF
P387,10,13,3,IO-bound,0,1,1,0,0,0,Priority
P388,12,11,1,IO-bound,0,1,1,0,0,1,Round Robin
P389,16,1,4,IO-bound,1,0,1,0,0,1,SJF
P390,2,13,1,CPU-bound,0,1,0,1,0,0,FCFS
P391,0,7,10,IO-bound,0,1,1,0,1,0,Priority
P392,13,4,1,CPU-bound,1,0,0,1,0,1,SRTF
P393,13,16,7,IO-bound,0,1,1,0,1,1,Round Robin
P394,13,12,6,IO-bound,0,1,1,0,0,1,Round Robin
P395,7,12,2,CPU-bound,0,1,0,1,0,0,FCFS
P396,6,12,6,CPU-bound,0,1,0,1,0,0,Round Robin
P397,19,1,8,CPU-bound,1,0,0,1,1,1,Priority
P398,8,4,4,IO-bound,1,0,1,0,0,0,SJF
P399,6,12,2,IO-bound,0,1,1,0,0,0,Round Robin
P400,7,7,4,IO-bound,0,1,1,0,0,0,Round Robin
P401,17,10,7,IO-bound,0,1,1,0,1,1,FCFS
P402,4,5,4,CPU-bound,1,0,0,1,0,0,FCFS
P403,3,17,8,IO-bound,0,1,1,0,1,0,SJF
P404,16,12,9,IO-bound,0,1,1,0,1,1,Priority
P405,10,11,3,CPU-bound,0,1,0,1,0,0,Round Robin
P406,8,13,9,CPU-bound,0,1,0,1,1,0,Priority
P407,5,17,6,IO-bound,0,1,1,0,0,0,FCFS
P408,15,12,8,IO-bound,0,1,1,0,1,1,Priority
P409,14,17,6,IO-bound,0,1,1,0,0,1,FCFS
P410,12,11,1,IO-bound,0,1,1,0,0,1,Round Robin
P411,15,14,1,CPU-bound,0,1,0,1,0,1,Round Robin
P412,11,3,8,IO-bound,1,0,1,0,1,1,Priority
P413,10,10,2,IO-bound,0,1,1,0,0,0,FCFS
P414,3,11,6,IO-bound,0,1,1,0,0,0,Round Robin
P415,11,14,3,CPU-bound,0,1,0,1,0,1,FCFS
P416,0,8,4,IO-bound,0,1,1,0,0,0,Round Robin
P417,17,4,2,IO-bound,1,0,1,0,0,1,SRTF
P418,16,7,2,IO-bound,0,1,1,0,0,1,Round Robin
P419,15,17,9,IO-bound,0,1,1,0,1,1,Round Robin
P420,12,5,1,IO-bound,1,0,1,0,0,1,SJF
P421,19,16,4,CPU-bound,0,1,0,1,0,1,FCFS
P422,13,13,2,CPU-bound,0,1,0,1,0,1,FCFS
P423,13,6,1,IO-bound,0,1,1,0,0,1,FCFS
P424,4,11,9,CPU-bound,0,1,0,1,1,0,Priority
P425,1,3,8,CPU-bound,1,0,0,1,1,0,Priority
P426,16,10,7,IO-bound,0,1,1,0,1,1,Round Robin
P427,20,16,2,IO-bound,0,1,1,0,0,1,Round Robin
