num_processes,mean_burst,std_burst,max_burst,min_burst,arrival_spread,mean_priority,priority_var,pct_io_bound,pct_cpu_bound,best_algorithm
5,6.2,2.993325909419153,10,2,13,7.6,3.04,0.4,0.6,FCFS
11,10.636363636363637,4.395715419540575,16,3,19,6.545454545454546,4.97520661157025,0.8181818181818182,0.18181818181818177,Round Robin
4,10.0,7.713624310270756,20,2,12,8.25,0.6875,0.5,0.5,Round Robin
8,9.875,7.183966522750506,18,2,17,5.25,12.6875,0.375,0.625,Priority
13,10.692307692307692,3.9881481220971446,18,1,15,5.3076923076923075,8.21301775147929,0.3076923076923077,0.6923076923076923,Round Robin
15,10.666666666666666,4.060651288757616,17,3,20,5.6,10.906666666666668,0.6666666666666666,0.33333333333333337,Round Robin
12,7.25,3.875671984744495,14,2,18,6.25,8.520833333333334,0.5,0.5,Round Robin
8,12.0,6.782329983125268,20,2,18,5.75,6.1875,0.375,0.625,SRTF
4,9.0,1.224744871391589,10,7,13,6.75,5.1875,0.5,0.5,Round Robin
11,13.636363636363637,4.7342605695605595,20,6,17,7.0,6.0,0.5454545454545454,0.4545454545454546,Round Robin
19,10.052631578947368,5.753476607651434,19,1,19,4.7368421052631575,8.299168975069254,0.7368421052631579,0.26315789473684215,Round Robin
9,9.666666666666666,5.099019513592785,19,3,16,3.888888888888889,4.5432098765432105,0.5555555555555556,0.4444444444444444,Round Robin
7,6.714285714285714,2.5475077857324298,11,4,15,6.285714285714286,6.20408163265306,0.2857142857142857,0.7142857142857143,Priority
3,13.666666666666666,3.39934634239519,17,9,13,3.3333333333333335,6.888888888888889,0.6666666666666666,0.33333333333333337,Round Robin
4,6.5,5.024937810560445,15,2,20,7.75,5.1875,0.25,0.75,SRTF
5,11.4,4.963869458396343,17,3,14,6.8,9.76,0.4,0.6,Priority
12,10.5,6.751543033509698,20,1,17,6.916666666666667,7.076388888888889,0.3333333333333333,0.6666666666666667,Priority
10,12.9,6.0074953183502355,20,2,16,4.4,5.4399999999999995,0.6,0.4,Round Robin
10,10.9,5.7870545184921145,19,1,20,3.9,3.8899999999999997,0.6,0.4,Round Robin
14,12.571428571428571,4.99591670001306,19,5,18,4.857142857142857,10.693877551020408,0.21428571428571427,0.7857142857142857,FCFS
13,10.846153846153847,5.9335571617467355,19,1,17,5.6923076923076925,7.597633136094673,0.46153846153846156,0.5384615384615384,Priority
16,10.0,5.1478150704935,19,3,15,5.375,5.984375,0.5,0.5,FCFS
16,9.75,5.539629951540085,19,1,20,6.6875,6.46484375,0.5,0.5,Round Robin
19,11.210526315789474,6.228786714402573,20,1,20,5.105263157894737,7.462603878116345,0.5789473684210527,0.42105263157894735,Round Robin
6,9.166666666666666,4.4503433076062295,17,4,15,4.0,5.333333333333333,0.16666666666666666,0.8333333333333334,FCFS
5,13.6,6.406246951218787,20,4,15,4.4,5.84,0.6,0.4,Round Robin
7,10.857142857142858,4.085814184592883,15,3,11,5.0,2.5714285714285716,0.7142857142857143,0.2857142857142857,Round Robin
7,7.714285714285714,5.7498890849994595,19,1,19,5.428571428571429,9.673469387755102,0.2857142857142857,0.7142857142857143,Priority
7,11.428571428571429,5.314592925068078,20,5,19,6.571428571428571,5.102040816326531,0.5714285714285714,0.4285714285714286,Round Robin
3,10.0,7.118052168020874,20,4,10,8.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,Round Robin
17,9.941176470588236,5.395756374338177,17,1,20,5.0588235294117645,10.055363321799307,0.4117647058823529,0.5882352941176471,Priority
7,6.714285714285714,4.589250972631145,13,1,17,4.571428571428571,4.816326530612245,0.42857142857142855,0.5714285714285714,Round Robin
4,8.0,1.8708286933869707,10,5,11,3.25,8.1875,0.25,0.75,FCFS
17,10.588235294117647,5.456338176614226,19,1,18,4.176470588235294,8.968858131487888,0.5882352941176471,0.4117647058823529,FCFS
16,6.875,4.270172713134681,15,1,19,4.8125,7.65234375,0.375,0.625,FCFS
20,12.75,5.812701609406766,20,2,19,4.3,7.3100000000000005,0.7,0.30000000000000004,Priority
14,9.214285714285714,5.427161471031893,19,1,16,4.571428571428571,6.530612244897958,0.7857142857142857,0.2142857142857143,Round Robin
10,12.2,4.833218389437829,17,2,11,5.2,15.16,0.3,0.7,Priority
3,14.333333333333334,3.858612300930075,18,9,17,3.0,8.0,0.3333333333333333,0.6666666666666667,FCFS
12,10.333333333333334,5.962847939999438,20,1,11,5.0,6.833333333333333,0.6666666666666666,0.33333333333333337,Round Robin
13,7.769230769230769,4.593538039025728,16,1,19,6.461538461538462,8.094674556213018,0.15384615384615385,0.8461538461538461,Priority
20,12.0,5.263078946776307,20,3,20,6.5,6.75,0.7,0.30000000000000004,Round Robin
4,10.25,5.889609494694874,17,3,13,7.0,2.0,0.0,1.0,SJF
15,10.866666666666667,6.530611678004511,20,1,20,7.0,6.8,0.4666666666666667,0.5333333333333333,Priority
9,15.222222222222221,3.2241373618993125,20,9,18,7.222222222222222,4.395061728395062,0.7777777777777778,0.2222222222222222,Priority
4,10.0,7.582875444051551,19,2,14,6.25,7.6875,0.5,0.5,FCFS
19,10.526315789473685,5.442217244088658,19,2,20,6.473684210526316,6.670360110803323,0.42105263157894735,0.5789473684210527,Priority
19,12.105263157894736,5.379246052063676,19,2,17,5.7894736842105265,4.481994459833795,0.47368421052631576,0.5263157894736843,Priority
4,12.0,4.847679857416329,19,7,8,5.25,6.6875,0.5,0.5,Round Robin
11,11.272727272727273,4.937627496000098,19,3,17,4.818181818181818,8.512396694214877,0.36363636363636365,0.6363636363636364,FCFS
18,10.666666666666666,6.411794687223781,20,1,19,3.888888888888889,7.098765432098767,0.5,0.5,Round Robin
11,11.090909090909092,5.759648749620784,20,3,18,5.454545454545454,7.884297520661156,0.5454545454545454,0.4545454545454546,Round Robin
18,10.444444444444445,5.418304595660715,19,3,18,5.888888888888889,6.876543209876542,0.16666666666666666,0.8333333333333334,Priority
16,11.0,6.1339220731926485,19,1,20,5.875,7.234375,0.5,0.5,Priority
12,11.333333333333334,4.818944098266987,19,3,12,6.75,7.354166666666667,0.25,0.75,Priority
11,15.090909090909092,3.579094488187187,20,10,17,4.454545454545454,5.884297520661156,0.5454545454545454,0.4545454545454546,Priority
6,9.166666666666666,4.810289896553937,19,4,14,4.166666666666667,2.1388888888888897,0.5,0.5,Round Robin
4,4.75,3.112474899497183,10,2,9,9.0,1.5,0.5,0.5,Round Robin
9,10.444444444444445,4.878777422244477,19,4,13,4.777777777777778,5.506172839506173,0.2222222222222222,0.7777777777777778,Round Robin
16,9.125,5.337075510052299,19,1,20,5.375,5.609375,0.4375,0.5625,SRTF
17,11.117647058823529,5.475961940111543,20,1,19,4.588235294117647,4.59515570934256,0.6470588235294118,0.3529411764705882,Round Robin
18,10.61111111111111,5.7362288123517455,20,1,20,6.222222222222222,8.950617283950617,0.3888888888888889,0.6111111111111112,Priority
19,10.052631578947368,5.17558727113243,20,3,15,5.684210526315789,6.637119113573407,0.42105263157894735,0.5789473684210527,Priority
17,11.0,6.516946235415336,20,2,17,5.823529411764706,8.96885813148789,0.47058823529411764,0.5294117647058824,Priority
6,7.5,5.678908345800274,17,2,17,6.166666666666667,9.138888888888888,0.5,0.5,Round Robin
17,12.529411764705882,5.359078575967235,19,3,16,5.764705882352941,8.062283737024222,0.6470588235294118,0.3529411764705882,Round Robin
12,11.666666666666666,5.976807025680369,20,1,18,6.0,9.166666666666666,0.5833333333333334,0.41666666666666663,Round Robin
12,10.666666666666666,6.612278141625791,20,1,19,6.5,7.25,0.6666666666666666,0.33333333333333337,Round Robin
16,10.5,5.488624600025037,20,2,20,4.75,6.5625,0.3125,0.6875,SRTF
19,12.473684210526315,6.294261555723273,20,1,20,6.578947368421052,6.770083102493074,0.42105263157894735,0.5789473684210527,Priority
10,11.1,5.3,20,4,20,6.0,6.2,0.4,0.6,SRTF
3,8.0,5.887840577551898,16,2,11,8.0,2.0,1.0,0.0,Priority
12,10.5,6.614378277661476,19,2,19,5.333333333333333,7.722222222222222,0.3333333333333333,0.6666666666666667,SRTF
19,10.473684210526315,6.564404980071102,19,1,19,5.157894736842105,4.448753462603878,0.47368421052631576,0.5263157894736843,Priority
9,9.11111111111111,3.9845380171202467,15,1,17,4.888888888888889,7.209876543209877,0.6666666666666666,0.33333333333333337,Priority
9,9.333333333333334,4.69041575982343,16,4,13,6.333333333333333,12.88888888888889,0.5555555555555556,0.4444444444444444,Round Robin
8,5.625,4.0600954422279285,15,2,17,7.0,9.25,0.375,0.625,Priority
12,11.083333333333334,5.837498512966739,18,1,19,6.166666666666667,6.138888888888889,0.4166666666666667,0.5833333333333333,Round Robin
15,10.466666666666667,5.364906543661522,18,1,20,5.133333333333334,5.582222222222223,0.6666666666666666,0.33333333333333337,Round Robin
18,11.0,6.420453428086074,19,1,18,5.722222222222222,6.200617283950618,0.6111111111111112,0.38888888888888884,Round Robin
9,8.0,5.0771820705759385,17,1,20,5.222222222222222,7.283950617283951,0.5555555555555556,0.4444444444444444,FCFS
6,9.333333333333334,5.849976258261415,19,3,15,6.0,7.333333333333333,0.3333333333333333,0.6666666666666667,Round Robin
6,11.166666666666666,7.057305119913377,20,1,20,5.5,5.916666666666667,0.5,0.5,Round Robin
4,3.5,1.5,5,1,16,2.75,3.1875,0.75,0.25,Priority
17,10.470588235294118,4.628780134801413,19,2,18,4.823529411764706,5.557093425605537,0.5294117647058824,0.47058823529411764,Round Robin
18,8.11111111111111,5.782049702781195,18,1,20,5.833333333333333,7.694444444444445,0.4444444444444444,0.5555555555555556,Priority
8,10.25,5.190134873006674,18,2,19,5.375,10.984375,0.625,0.375,Round Robin
16,8.8125,6.257183371933413,20,1,15,4.3125,6.46484375,0.5,0.5,FCFS
4,11.0,7.176350047203662,20,1,12,7.75,1.1875,0.25,0.75,SJF
15,10.066666666666666,4.668571040003092,19,4,19,4.866666666666666,9.982222222222223,0.6,0.4,Round Robin
8,8.375,3.998046397929869,14,3,19,5.25,4.9375,0.5,0.5,Round Robin
4,10.25,4.9180788932265,14,2,14,4.75,3.6875,0.5,0.5,Round Robin
11,9.181818181818182,4.858323351231777,17,1,18,6.181818181818182,7.785123966942151,0.45454545454545453,0.5454545454545454,Priority
13,10.76923076923077,5.365901546644704,19,2,19,5.461538461538462,4.55621301775148,0.6153846153846154,0.3846153846153846,Round Robin
16,9.9375,6.5619047349073885,20,2,20,6.5625,6.37109375,0.5625,0.4375,Round Robin
18,12.5,5.2094998693625945,20,1,19,4.666666666666667,6.444444444444445,0.3333333333333333,0.6666666666666667,SRTF
20,10.0,4.753945729601885,19,3,19,6.1,6.289999999999999,0.45,0.55,Round Robin
6,11.0,4.320493798938574,15,2,16,4.333333333333333,7.888888888888888,0.3333333333333333,0.6666666666666667,FCFS
20,9.7,6.760917097554147,20,1,20,5.65,4.9275,0.6,0.4,Round Robin
14,11.785714285714286,4.708329570764856,18,2,19,5.928571428571429,9.494897959183673,0.35714285714285715,0.6428571428571428,Priority
3,7.333333333333333,6.847546194724712,17,2,6,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666667,SJF
14,13.071428571428571,5.243557757780844,20,2,15,5.5,5.821428571428571,0.6428571428571429,0.3571428571428571,Round Robin
8,8.875,4.284784125250653,17,2,19,4.0,1.75,0.25,0.75,FCFS
6,8.0,4.203173404306164,12,1,15,7.833333333333333,2.4722222222222228,0.8333333333333334,0.16666666666666663,Priority
3,8.333333333333334,5.2493385826745405,13,1,11,4.0,4.666666666666667,0.3333333333333333,0.6666666666666667,SRTF
14,12.285714285714286,6.318098396427423,20,1,19,5.071428571428571,11.35204081632653,0.35714285714285715,0.6428571428571428,Priority
18,8.777777777777779,5.740262823595328,20,1,18,6.555555555555555,6.91358024691358,0.2222222222222222,0.7777777777777778,Priority
19,8.68421052631579,5.795212466737181,18,1,19,6.578947368421052,5.296398891966758,0.5263157894736842,0.4736842105263158,Round Robin
17,12.352941176470589,4.200016477146786,19,5,20,5.823529411764706,7.557093425605537,0.35294117647058826,0.6470588235294117,Priority
8,8.875,4.88460592064498,19,3,17,4.0,3.0,0.5,0.5,Round Robin
12,9.0,6.110100926607787,19,1,20,6.083333333333333,7.2430555555555545,0.3333333333333333,0.6666666666666667,SRTF
7,13.0,4.65985898008574,20,5,19,4.428571428571429,10.816326530612244,0.5714285714285714,0.4285714285714286,Round Robin
7,11.428571428571429,4.10077145554495,18,5,18,4.571428571428571,11.387755102040815,0.5714285714285714,0.4285714285714286,Priority
17,7.235294117647059,5.16241407009762,16,1,20,6.529411764705882,8.131487889273357,0.5294117647058824,0.47058823529411764,Round Robin
12,9.333333333333334,6.236095644623236,20,1,13,5.5,7.916666666666667,0.5833333333333334,0.41666666666666663,FCFS
6,11.5,4.924428900898052,16,1,18,7.0,8.666666666666666,0.8333333333333334,0.16666666666666663,Round Robin
18,12.166666666666666,4.206476488041321,18,6,19,4.555555555555555,6.0246913580246915,0.6666666666666666,0.33333333333333337,Round Robin
4,11.0,4.636809247747852,17,6,12,6.5,4.25,0.25,0.75,SRTF
13,12.538461538461538,5.583153018961248,20,2,17,7.384615384615385,6.544378698224852,0.6153846153846154,0.3846153846153846,Round Robin
6,13.166666666666666,4.913134324327892,20,6,20,6.666666666666667,7.222222222222222,0.16666666666666666,0.8333333333333334,Priority
13,11.846153846153847,4.736862867181738,19,2,18,4.461538461538462,7.325443786982247,0.38461538461538464,0.6153846153846154,FCFS
5,11.8,5.035871324805669,17,3,6,5.2,6.960000000000001,1.0,0.0,Round Robin
13,12.153846153846153,6.723622579511433,19,1,18,6.6923076923076925,7.443786982248521,0.5384615384615384,0.46153846153846156,Round Robin
16,10.6875,5.358623307343034,19,1,20,5.4375,7.12109375,0.3125,0.6875,Priority
12,15.416666666666666,4.803789013777446,19,1,17,4.833333333333333,5.472222222222221,0.4166666666666667,0.5833333333333333,Round Robin
5,7.0,3.40587727318528,12,2,17,6.2,7.359999999999999,0.6,0.4,Round Robin
9,14.11111111111111,5.58658003998957,20,4,18,6.0,5.333333333333333,0.7777777777777778,0.2222222222222222,Round Robin
6,7.0,5.8594652770823155,19,1,11,5.5,9.583333333333334,0.16666666666666666,0.8333333333333334,SRTF
6,10.666666666666666,6.674994798166928,20,3,11,5.5,8.25,0.5,0.5,Round Robin
8,10.125,6.450532923720334,20,1,18,6.5,9.0,0.5,0.5,Round Robin
5,12.6,7.059745037889116,19,3,17,5.6,9.04,0.8,0.19999999999999996,Round Robin
16,9.5625,5.80913881311163,20,1,20,5.875,5.609375,0.625,0.375,Round Robin
10,11.2,5.979966555090422,20,1,16,4.6,6.840000000000001,0.5,0.5,Priority
19,10.631578947368421,5.007473638848967,19,2,20,5.684210526315789,5.479224376731302,0.5789473684210527,0.42105263157894735,Round Robin
7,9.714285714285714,5.443588252359328,19,3,19,5.142857142857143,10.693877551020407,0.2857142857142857,0.7142857142857143,SRTF
7,11.142857142857142,5.865847190756517,17,2,15,6.285714285714286,9.346938775510205,0.2857142857142857,0.7142857142857143,Priority
7,10.0,6.8868404532536855,20,1,20,6.0,9.142857142857142,0.2857142857142857,0.7142857142857143,Priority
11,9.909090909090908,5.451514309296345,18,2,13,5.636363636363637,3.5041322314049594,0.5454545454545454,0.4545454545454546,Round Robin
18,10.0,5.934831271588285,20,2,18,6.277777777777778,7.645061728395062,0.5555555555555556,0.4444444444444444,FCFS
19,11.947368421052632,4.968041912384928,20,1,20,6.0,8.736842105263158,0.631578947368421,0.368421052631579,Round Robin
3,9.333333333333334,6.018490028422597,15,1,15,3.6666666666666665,0.22222222222222224,0.3333333333333333,0.6666666666666667,SJF
3,15.333333333333334,5.185449728701348,19,8,8,8.666666666666666,1.5555555555555556,1.0,0.0,Round Robin
3,8.333333333333334,0.9428090415820634,9,7,14,6.666666666666667,11.555555555555557,0.6666666666666666,0.33333333333333337,Priority
3,11.0,6.531972647421808,19,3,15,8.333333333333334,0.888888888888889,0.3333333333333333,0.6666666666666667,SRTF
4,9.5,6.576473218982953,17,2,14,6.0,8.5,0.25,0.75,SRTF
15,10.933333333333334,6.1586434292698655,20,1,18,4.666666666666667,7.155555555555556,0.4,0.6,SRTF
12,10.916666666666666,5.171368828033401,20,3,20,5.5,5.25,0.3333333333333333,0.6666666666666667,Round Robin
8,9.375,7.631145064798598,18,1,13,4.875,7.859375,0.625,0.375,Round Robin
8,8.5,5.07444578254611,15,1,15,6.5,5.5,0.375,0.625,SRTF
6,11.5,4.681523968396046,16,2,12,5.666666666666667,2.222222222222222,0.5,0.5,Round Robin
8,10.875,4.807221130757353,18,4,16,6.375,7.734375,0.625,0.375,Round Robin
12,7.583333333333333,5.851756621353587,19,1,19,6.083333333333333,9.909722222222223,0.5,0.5,Round Robin
17,13.411764705882353,6.287792313676621,20,2,13,5.411764705882353,10.359861591695502,0.7058823529411765,0.2941176470588235,Round Robin
13,8.76923076923077,4.593538039025728,16,1,16,7.3076923076923075,6.059171597633137,0.38461538461538464,0.6153846153846154,Priority
12,11.833333333333334,5.257270098529168,20,2,17,6.583333333333333,10.576388888888888,0.5,0.5,Round Robin
14,10.0,5.31843156256751,19,1,19,5.357142857142857,8.51530612244898,0.42857142857142855,0.5714285714285714,Priority
6,12.0,5.972157622389639,19,2,18,4.333333333333333,4.222222222222222,0.8333333333333334,0.16666666666666663,Round Robin
5,7.4,5.0039984012787215,15,1,17,6.6,12.64,0.8,0.19999999999999996,Round Robin
20,11.15,5.561249859518991,20,1,19,4.85,8.2275,0.7,0.30000000000000004,Round Robin
20,9.4,6.036555309114628,20,1,17,6.4,7.539999999999999,0.35,0.65,SRTF
19,9.68421052631579,6.078890407570909,20,1,18,4.894736842105263,6.725761772853184,0.42105263157894735,0.5789473684210527,SRTF
6,8.166666666666666,3.1841621957571333,14,4,9,6.0,9.0,0.3333333333333333,0.6666666666666667,Priority
16,10.625,5.622221536012255,20,1,20,4.875,10.609375,0.5,0.5,Round Robin
12,12.916666666666666,4.480668352923355,20,5,20,4.833333333333333,7.638888888888889,0.5833333333333334,0.41666666666666663,Round Robin
4,4.5,3.774917217635375,10,1,10,6.0,7.5,0.25,0.75,Priority
18,10.5,6.938219432166216,19,1,16,5.555555555555555,6.246913580246915,0.5555555555555556,0.4444444444444444,Round Robin
9,7.0,4.109609335312651,14,1,17,7.666666666666667,5.333333333333333,0.4444444444444444,0.5555555555555556,Priority
4,13.75,7.39509972887452,19,1,18,4.0,0.5,0.5,0.5,Round Robin
12,12.0,5.787918451395113,20,2,19,5.0,8.5,0.3333333333333333,0.6666666666666667,SRTF
11,9.0,6.687845148272553,20,1,15,5.181818181818182,7.239669421487602,0.6363636363636364,0.36363636363636365,Round Robin
16,12.3125,6.506907387538261,20,1,17,5.5,10.25,0.4375,0.5625,Priority
10,7.7,4.859012245302537,16,1,15,5.5,12.05,0.4,0.6,Round Robin
9,13.333333333333334,5.228129047119374,20,6,18,6.222222222222222,10.39506172839506,0.5555555555555556,0.4444444444444444,Round Robin
14,13.142857142857142,5.409741779646139,19,1,16,5.928571428571429,8.066326530612246,0.5,0.5,Round Robin
5,11.0,4.147288270665544,17,5,15,6.4,5.04,0.0,1.0,SRTF
8,11.125,4.985917668794783,20,4,17,6.625,4.484375,0.25,0.75,Priority
7,12.142857142857142,6.770283206327306,20,2,13,4.571428571428571,7.387755102040818,0.5714285714285714,0.4285714285714286,Round Robin
20,7.35,5.650442460551209,19,1,20,4.55,9.147499999999999,0.5,0.5,Round Robin
17,9.647058823529411,6.41635022212865,20,1,18,5.588235294117647,6.242214532871973,0.5882352941176471,0.4117647058823529,Round Robin
15,11.866666666666667,7.050925865129739,20,1,15,5.2,8.826666666666666,0.4666666666666667,0.5333333333333333,Priority
4,13.75,4.322904116447646,19,9,10,4.75,3.1875,0.25,0.75,Round Robin
12,9.916666666666666,5.376776192312846,18,1,18,6.083333333333333,8.576388888888888,0.5,0.5,Priority
18,10.444444444444445,5.31478255248951,19,3,20,6.5,7.361111111111111,0.6666666666666666,0.33333333333333337,Round Robin
4,6.0,5.338539126015656,15,2,4,5.0,7.5,0.75,0.25,Round Robin
19,10.947368421052632,5.266314842673258,20,4,19,6.684210526315789,7.900277008310248,0.47368421052631576,0.5263157894736843,Priority
14,9.142857142857142,4.61143211187685,19,3,20,5.214285714285714,9.739795918367347,0.5,0.5,FCFS
13,12.76923076923077,5.60430941541138,20,1,20,4.153846153846154,9.053254437869821,0.6923076923076923,0.3076923076923077,Round Robin
14,8.142857142857142,6.717324540290713,20,1,17,5.928571428571429,8.209183673469388,0.21428571428571427,0.7857142857142857,Priority
5,10.6,5.6780278266313555,17,1,16,5.2,6.5600000000000005,0.4,0.6,Priority
6,11.333333333333334,4.6785562825394,18,4,15,4.833333333333333,5.138888888888889,0.5,0.5,Round Robin
18,8.61111111111111,5.303446352125809,19,1,20,5.666666666666667,6.777777777777777,0.4444444444444444,0.5555555555555556,Priority
10,12.2,5.99666574022598,20,1,11,5.7,9.41,0.5,0.5,Round Robin
5,4.6,3.3823069050575527,11,1,11,5.0,10.0,0.8,0.19999999999999996,Round Robin
5,9.0,4.47213595499958,14,2,17,5.0,10.0,0.6,0.4,Round Robin
7,11.714285714285714,3.653346243584121,19,6,16,4.428571428571429,7.673469387755103,0.14285714285714285,0.8571428571428572,Round Robin
3,9.0,2.943920288775949,13,6,12,5.0,8.666666666666666,0.0,1.0,SRTF
3,7.666666666666667,8.73053390247253,20,1,19,6.666666666666667,6.888888888888888,0.3333333333333333,0.6666666666666667,Priority
12,10.583333333333334,5.894324011755339,16,1,19,4.916666666666667,5.909722222222222,0.5,0.5,Round Robin
14,10.928571428571429,6.7661371730772615,20,1,18,6.5,8.107142857142858,0.35714285714285715,0.6428571428571428,Priority
19,10.631578947368421,5.469634129164875,20,1,19,5.7368421052631575,11.141274238227147,0.42105263157894735,0.5789473684210527,Priority
17,12.705882352941176,5.858776281406463,20,2,20,6.0,4.823529411764706,0.4117647058823529,0.5882352941176471,Priority
10,8.7,5.292447448959697,19,3,17,6.7,8.61,0.6,0.4,Round Robin
20,12.4,6.16765757804371,20,1,19,4.7,8.110000000000003,0.4,0.6,SJF
6,12.666666666666666,5.849976258261416,20,2,18,3.8333333333333335,6.138888888888888,0.3333333333333333,0.6666666666666667,SRTF
13,12.538461538461538,4.343259757997878,19,5,20,7.0,4.0,0.23076923076923078,0.7692307692307692,FCFS
17,12.411764705882353,4.339406621531292,20,4,20,4.9411764705882355,7.349480968858131,0.8235294117647058,0.17647058823529416,Round Robin
17,11.941176470588236,6.601876633693271,20,1,15,7.0588235294117645,7.231833910034601,0.5294117647058824,0.47058823529411764,Round Robin
14,10.785714285714286,4.959530096239987,20,1,20,5.857142857142857,8.551020408163266,0.2857142857142857,0.7142857142857143,Round Robin
8,14.0,5.0990195135927845,20,3,18,4.125,6.109375,0.25,0.75,SRTF
5,11.0,5.019960159204453,18,3,6,4.8,8.559999999999999,0.0,1.0,SJF
9,8.444444444444445,6.255861449004111,17,1,18,5.111111111111111,2.987654320987654,0.4444444444444444,0.5555555555555556,SJF
5,6.0,5.403702434442518,16,1,14,6.4,7.040000000000001,0.2,0.8,SRTF
17,12.529411764705882,4.971893319791868,20,4,19,5.647058823529412,10.816608996539792,0.5294117647058824,0.47058823529411764,Round Robin
9,9.88888888888889,4.331908597692872,18,5,16,6.0,9.333333333333334,0.2222222222222222,0.7777777777777778,SRTF
5,9.6,4.498888751680798,16,4,18,8.0,2.0,0.6,0.4,Round Robin
6,13.5,4.112987559751022,20,7,15,5.0,10.666666666666666,0.6666666666666666,0.33333333333333337,Round Robin
10,11.9,6.073713855624086,19,2,17,5.3,8.01,0.6,0.4,Round Robin
5,12.0,4.147288270665544,18,6,18,5.0,9.2,0.4,0.6,Priority
15,10.066666666666666,6.06043636126054,20,3,18,5.666666666666667,9.02222222222222,0.4,0.6,Priority
17,11.588235294117647,5.0183055908802725,20,4,19,4.176470588235294,5.910034602076124,0.47058823529411764,0.5294117647058824,SJF
10,8.1,5.107837115648853,18,2,17,7.5,9.25,0.6,0.4,Round Robin
6,12.0,6.928203230275509,20,2,18,7.166666666666667,9.13888888888889,0.6666666666666666,0.33333333333333337,Round Robin
20,12.1,5.098038838612354,19,2,20,6.35,8.827499999999999,0.45,0.55,Priority
3,12.333333333333334,5.2493385826745405,17,5,2,6.333333333333333,8.222222222222221,1.0,0.0,Priority
8,9.75,6.628536791781426,20,1,20,6.5,7.5,0.875,0.125,Round Robin
18,8.944444444444445,5.201198817176908,18,1,18,5.722222222222222,8.756172839506174,0.3888888888888889,0.6111111111111112,Priority
17,10.411764705882353,5.179811755941486,18,1,20,4.647058823529412,8.463667820069205,0.47058823529411764,0.5294117647058824,SJF
18,9.722222222222221,6.053516476263615,19,2,17,4.611111111111111,7.237654320987654,0.7222222222222222,0.2777777777777778,Round Robin
6,9.5,5.123475382979799,17,3,14,6.166666666666667,5.805555555555556,0.3333333333333333,0.6666666666666667,Priority
12,9.25,6.246665777303388,19,1,16,5.833333333333333,5.8055555555555545,0.5833333333333334,0.41666666666666663,Round Robin
9,8.0,4.570436400267363,13,1,18,4.888888888888889,6.54320987654321,0.6666666666666666,0.33333333333333337,Round Robin
17,9.941176470588236,5.83569732952278,20,1,20,5.823529411764706,7.321799307958478,0.47058823529411764,0.5294117647058824,Priority
20,11.2,6.0547502012882415,20,1,20,5.35,8.8275,0.6,0.4,Round Robin
7,9.142857142857142,5.591538797365979,19,2,10,5.571428571428571,8.244897959183673,0.14285714285714285,0.8571428571428572,Priority
17,7.176470588235294,5.802994096535776,18,2,15,6.705882352941177,7.26643598615917,0.6470588235294118,0.3529411764705882,Round Robin
